match_key,context_source_count,line_family_count,line_source_count,line_snapshot_count,line_snapshot_count_6h,agreement_score,provider_conflict_score,has_weather,has_lineups,has_injuries,has_news,steam_score,best_market_movement,context_sources,line_sources,line_families
soccer|broadmeadow magic|maitland|2026-06-03,0,7,1,71,71,,,False,False,False,False,,,[],"[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""doubleChance"", ""btts"", ""teamTotals""]"
soccer|gladesville ryde magic|hawkesbury city|2026-06-03,0,4,1,43,43,,,False,False,False,False,,,[],"[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals""]"
soccer|sydney olympic|university of nsw|2026-06-03,1,6,1,71,71,,,False,False,False,False,,,"[""openligadb""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""doubleChance"", ""teamTotals""]"
soccer|kazakhstan|portugal|2026-06-03,1,7,1,73,73,,,False,False,False,False,,,"[""openligadb""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""doubleChance"", ""btts"", ""teamTotals""]"
soccer|belconnen united|tuggeranong united|2026-06-03,1,6,1,74,74,,,False,False,False,False,,,"[""openligadb""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""doubleChance"", ""teamTotals""]"
soccer|queenland lions|queensland qas|2026-06-03,0,0,0,0,0,,,False,False,False,False,,,[],[],[]
soccer|saint george willawong|sunshine coast wanderers|2026-06-03,2,7,1,76,76,0.8604,0.1396,False,False,False,False,,,"[""openligadb"", ""sstats""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""doubleChance"", ""btts"", ""teamTotals""]"
soccer|saint george willawong|wanderers|2026-06-03,1,0,0,0,0,,,False,False,False,False,,,"[""sstats""]",[],[]
soccer|lake macquarie city reserves|new lambton reserves|2026-06-03,0,0,0,0,0,,,False,False,False,False,,,[],[],[]
soccer|magic united tfa|rochedale rovers|2026-06-03,1,6,1,77,77,,,False,False,False,False,,,"[""openligadb""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""btts"", ""teamTotals""]"
soccer|brazil|finland|2026-06-03,0,0,0,0,0,,,False,False,False,False,,,[],[],[]
soccer|magic united|rochedale rovers|2026-06-03,0,0,0,0,0,,,False,False,False,False,,,[],[],[]
soccer|capalaba|olympic brisbane|2026-06-03,1,3,1,12,12,,,False,False,False,False,,,"[""openligadb""]","[""odds_api_io""]","[""h2h"", ""doubleChance"", ""totals""]"
soccer|myanmar|uzbekistan|2026-06-03,2,6,1,109,109,0.874,0.126,False,False,False,False,,,"[""openligadb"", ""sstats""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""doubleChance"", ""spreads"", ""totals"", ""btts""]"
soccer|cove|elizabeth grove|2026-06-03,0,0,0,0,0,,,False,False,False,False,,,[],[],[]
soccer|carramar shamrock rovers reserves|east perth reserves|2026-06-03,2,0,0,0,0,1.0,0.0,True,False,False,False,,,"[""sstats"", ""weather""]",[],[]
soccer|bangladesh|nepal|2026-06-03,2,6,1,119,119,0.829,0.171,False,False,False,False,,,"[""openligadb"", ""sstats""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""doubleChance"", ""btts""]"
soccer|irkutsk|zvezda saint petersburg|2026-06-03,2,0,0,0,0,1.0,0.0,True,False,False,False,,,"[""sstats"", ""weather""]",[],[]
soccer|djurgardens if|ifk norrkoping|2026-06-03,2,0,0,0,0,1.0,0.0,True,False,False,False,,,"[""sstats"", ""weather""]",[],[]
soccer|guam|philippines|2026-06-03,4,7,2,344,344,0.8069,0.1931,False,False,False,False,,,"[""bzzoiro"", ""openligadb"", ""sstats"", ""thesportsdb""]","[""odds_api_io"", ""bzzoiro""]","[""h2h"", ""dnb"", ""spreads"", ""totals"", ""btts"", ""teamTotals"", ""doubleChance""]"
soccer|china pr|russia|2026-06-03,0,0,0,0,0,,,False,False,False,False,,,[],[],[]
soccer|indonesia|singapore|2026-06-03,1,6,1,86,86,,,False,False,False,False,,,"[""openligadb""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""doubleChance"", ""spreads"", ""totals"", ""btts""]"
soccer|celeste|vita|2026-06-03,3,4,1,41,41,0.7818,0.2182,False,False,False,False,,,"[""openligadb"", ""sstats"", ""thesportsdb""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""spreads"", ""totals""]"
soccer|ks gornik polkowice|lks 1926 lomza|2026-06-03,2,6,1,82,82,0.7824,0.2176,False,False,False,False,,,"[""openligadb"", ""sstats""]","[""odds_api_io""]","[""h2h"", ""dnb"", ""doubleChance"", ""spreads"", ""totals"", ""btts""]"
soccer|dikaki|oyem|2026-06-03,1,0,0,0,0,,,False,False,False,False,,,"[""sstats""]",[],[]
soccer|aigle royal|colombe|2026-06-03,1,0,0,0,0,,,False,False,False,False,,,"[""sstats""]",[],[]
soccer|cotonsport|unisport bafang|2026-06-03,1,0,0,0,0,,,False,False,False,False,,,"[""sstats""]",[],[]
